QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,CLOTHYA,CLOTHYA_,CLOTHMOA,CLOT_MOA,CLOTHXA,CLOTHXA_
20152,3088721,3,0,1,200,D,3,D,60,D
20152,3088721,4,0,1,200,D,3,D,20,D
20152,3088803,1,2,1,200,D,2,D,101,E
20152,3088843,3,4,1,200,D,3,D,34,E
20152,3088891,5,0,1,200,D,3,D,25,D
20152,3088951,3,4,1,200,D,3,D,81,E
20152,3089131,5,0,1,200,D,3,D,12,D
20152,3089201,9,0,1,200,D,1,D,30,D
20152,3089262,16,0,1,200,D,2,D,32,D
20152,3089262,17,0,1,200,D,3,D,16,D
20152,3089324,11,0,1,200,D,3,D,25,D
20152,3089634,7,0,1,200,D,3,D,.,H
20152,3089634,7,100,1,200,D,3,D,12,E
20152,3089634,7,200,1,200,D,3,D,11,E
20152,3089634,7,300,1,200,D,3,D,17,E
20152,3089684,10,0,1,200,D,3,D,100,D
20152,3089763,3,0,1,200,D,1,D,.,H
20152,3089763,3,100,1,200,D,1,D,30,F
20152,3089763,3,200,1,200,D,1,D,60,F
20152,3089853,1,204,1,200,D,2,D,97,E
20152,3089943,7,0,1,200,D,3,D,10,D
20152,3089943,13,0,1,200,D,3,D,10,D
20152,3090174,3,0,1,200,D,1,D,.,H
20152,3090174,3,100,1,200,D,1,D,13,E
20152,3090174,3,200,1,200,D,1,D,12,E
20152,3090391,5,2,1,200,D,2,D,64,E
20152,3090561,8,2,1,200,D,3,D,34,G
20152,3090684,3,2,1,200,D,3,D,24,E
20152,3090721,6,102,1,200,D,2,D,78,E
20152,3090721,6,203,1,200,D,2,D,65,E
20152,3090814,1,204,1,200,D,2,D,11,E
20152,3090814,1,303,1,200,D,2,D,9,E
20152,3090861,1,2,1,200,D,2,D,36,E
20152,3090874,1,202,1,200,D,3,D,34,E
20152,3091154,1,0,1,200,D,3,D,.,H
20152,3091154,1,300,1,200,D,3,D,33,E
20152,3091154,1,400,1,200,D,3,D,27,E
20152,3091361,6,1,1,200,D,3,D,6,E
20152,3091361,7,1,1,200,D,3,D,16,E
20152,3091421,2,3,1,200,D,1,D,31,E
20152,3091421,3,5,1,200,D,2,D,41,E
20152,3091431,9,1,1,200,D,1,D,65,E
20152,3091431,10,1,1,200,D,2,D,65,E
20152,3091431,11,1,1,200,D,3,D,65,E
20152,3091471,1,2,1,200,D,3,D,26,E
20152,3091611,9,0,1,200,D,1,D,40,D
20152,3091611,10,0,1,200,D,2,D,40,D
20152,3091611,11,0,1,200,D,3,D,60,D
20152,3091651,2,3,1,200,D,2,D,6,E
20152,3091713,18,0,1,200,D,3,D,32,D
20152,3091713,19,0,1,200,D,3,D,22,D
20152,3091782,6,103,1,200,D,3,D,23,E
20152,3091782,6,203,1,200,D,3,D,33,E
20152,3091813,13,0,1,200,D,3,D,80,D
20152,3091861,3,2,1,200,D,2,D,22,E
20152,3091881,2,101,1,200,D,3,D,7,E
20152,3091881,2,301,1,200,D,3,D,13,E
20152,3092024,1,0,1,200,D,1,D,.,H
20152,3092024,1,100,1,200,D,1,D,7,E
20152,3092024,1,200,1,200,D,1,D,5,E
20152,3092113,2,0,1,200,D,2,D,40,D
20152,3092323,2,2,1,200,D,3,D,56,E
20152,3092341,2,3,1,200,D,2,D,31,E
20152,3092341,8,1,1,200,D,3,D,61,E
20152,3092414,6,0,1,200,D,3,D,23,D
20152,3092451,2,1,1,200,D,2,D,66,E
20152,3092541,8,0,1,200,D,1,D,85,D
20152,3092541,9,0,1,200,D,1,D,45,D
20152,3092851,2,0,1,200,D,1,D,20,D
20152,3092951,1,0,1,200,D,1,D,21,D
20152,3092963,4,101,1,200,D,3,D,4,E
20152,3092963,4,201,1,200,D,3,D,11,E
20152,3092991,6,3,1,200,D,3,D,21,E
20152,3093002,3,0,1,200,D,1,D,42,D
20152,3093322,17,0,1,200,D,1,D,50,D
20152,3093344,2,4,1,200,D,3,D,56,E
20152,3093434,13,0,1,200,D,3,D,10,D
20152,3093501,7,0,1,200,D,3,D,25,D
20152,3093581,13,0,1,200,D,3,D,100,D
20152,3093613,3,0,1,200,D,3,D,.,H
20152,3093613,3,100,1,200,D,3,D,54,E
20152,3093613,3,200,1,200,D,3,D,47,E
20152,3093613,3,400,1,200,D,3,D,99,E
20152,3093761,4,0,1,200,D,1,D,120,D
20152,3093774,6,0,1,200,D,2,D,30,D
20152,3093782,2,0,1,200,D,3,D,11,D
20152,3093813,2,0,1,200,D,2,D,21,D
20152,3093813,3,0,1,200,D,2,D,20,D
20152,3093871,5,0,1,200,D,2,D,100,D
20152,3094044,16,0,1,200,D,2,D,.,H
20152,3094044,16,100,1,200,D,2,D,25,E
20152,3094044,16,200,1,200,D,2,D,22,E
20152,3094044,16,300,1,200,D,2,D,18,E
20152,3094044,16,400,1,200,D,2,D,18,E
20152,3094044,16,500,1,200,D,2,D,37,E
20152,3094152,2,0,1,200,D,3,D,20,D
20152,3094233,5,0,1,200,D,1,D,.,H
20152,3094233,5,100,1,200,D,1,D,27,E
20152,3094233,5,200,1,200,D,1,D,23,E
20152,3094291,8,1,1,200,D,3,D,36,E
20152,3094301,1,204,1,200,D,3,D,33,E
20152,3094324,4,0,1,200,D,1,D,12,D
20152,3094355,4,5,1,200,D,2,D,18,E
20152,3094483,5,0,1,200,D,2,D,.,H
20152,3094483,5,100,1,200,D,2,D,70,E
20152,3094483,5,200,1,200,D,2,D,30,E
20152,3094514,15,0,1,200,D,3,D,27,D
20152,3094701,1,0,1,200,D,1,D,30,D
20152,3094723,3,0,1,200,D,3,D,100,D
20152,3094943,5,0,1,200,D,2,D,70,D
20152,3095071,7,1,1,200,D,1,D,101,E
20152,3095081,4,2,1,200,D,3,D,19,E
20152,3095081,6,2,1,200,D,2,D,19,E
20152,3095404,1,0,1,200,D,3,D,22,D
20152,3095433,4,3,1,200,D,3,D,229,E
20152,3095762,5,1,1,200,D,2,D,27,E
20152,3095844,4,0,1,200,D,2,D,12,D
20152,3095913,2,102,1,200,D,1,D,8,E
20152,3095913,2,202,1,200,D,1,D,25,E
20152,3095913,3,102,1,200,D,2,D,5,E
20152,3095913,3,202,1,200,D,2,D,20,E
20152,3095913,4,203,1,200,D,3,D,39,E
20152,3095961,5,0,1,200,D,2,D,60,D
20152,3096063,5,0,1,200,D,3,D,.,H
20152,3096063,5,100,1,200,D,3,D,43,E
20152,3096063,5,200,1,200,D,3,D,18,E
20152,3096063,5,300,1,200,D,3,D,15,E
20152,3096133,2,2,1,200,D,3,D,51,E
20152,3096601,2,0,1,200,D,2,D,50,D
20152,3096834,7,0,1,200,D,2,D,.,H
20152,3096834,7,100,1,200,D,2,D,91,E
20152,3096834,7,200,1,200,D,2,D,78,E
20152,3096851,6,0,1,200,D,3,D,82,D
20152,3096851,7,0,1,200,D,3,D,15,D
20152,3096882,3,0,1,200,D,3,D,62,D
20152,3097003,6,0,1,200,D,3,D,75,D
20152,3097213,2,302,1,200,D,3,D,30,E
20152,3097431,3,0,1,200,D,1,D,30,D
20152,3097471,19,0,1,200,D,3,D,10,D
20152,3097664,5,0,1,200,D,2,D,.,H
20152,3097664,5,200,1,200,D,2,D,29,E
20152,3097664,5,400,1,200,D,2,D,21,E
20152,3097674,4,1,1,200,D,1,D,62,E
20152,3097801,1,0,1,200,D,3,D,42,F
20152,3097811,3,0,1,200,D,3,D,30,D
20152,3098201,2,0,1,200,D,1,D,.,H
20152,3098201,2,100,1,200,D,1,D,11,E
20152,3098201,2,200,1,200,D,1,D,9,E
20152,3098251,6,1,1,200,D,3,D,25,E
20152,3098852,3,0,1,200,D,2,D,22,D
20152,3099041,7,0,1,200,D,3,D,200,D
20152,3099062,1,403,1,200,D,3,D,41,E
20152,3099071,4,0,1,200,D,2,D,150,D
20152,3099071,5,0,1,200,D,3,D,100,D
20152,3099161,8,0,1,200,D,3,D,40,D
20152,3099161,9,1,1,200,D,1,D,26,E
20152,3099283,2,2,1,200,D,1,D,40,E
20152,3099283,3,2,1,200,D,2,D,17,E
20152,3099391,2,3,1,200,D,3,D,112,E
20152,3099711,6,0,1,200,D,3,D,25,D
20152,3099741,1,6,1,200,D,2,D,40,E
20152,3099841,7,1,1,200,D,3,D,8,E
20152,3099961,1,2,1,200,D,2,D,9,E
20152,3099973,22,0,1,200,D,3,D,80,D
20152,3100031,8,0,1,200,D,1,D,.,H
20152,3100031,8,200,1,200,D,1,D,47,E
20152,3100031,8,300,1,200,D,1,D,20,E
20152,3100031,8,400,1,200,D,1,D,33,E
20152,3100051,2,0,1,200,D,3,D,35,D
20152,3100133,1,0,1,200,D,3,D,.,H
20152,3100133,1,100,1,200,D,3,D,16,E
20152,3100133,1,200,1,200,D,3,D,14,E
20152,3100161,1,0,1,200,D,3,D,9,D
20152,3100362,6,0,1,200,D,2,D,107,D
20152,3100362,7,1,1,200,D,3,D,99,E
20152,3100401,1,0,1,200,D,3,D,12,D
20152,3100713,1,0,1,200,D,1,D,61,D
20152,3100761,1,2,1,200,D,3,D,15,E
20152,3100761,2,202,1,200,D,1,D,43,E
20152,3100821,8,0,1,200,D,3,D,32,D
20152,3100913,10,0,1,200,D,1,D,108,D
20152,3100913,11,0,1,200,D,2,D,108,D
20152,3101101,8,0,1,200,D,2,D,15,D
20152,3101122,3,1,1,200,D,3,D,24,E
20152,3101151,2,1,1,200,D,3,D,38,E
20152,3101231,2,5,1,200,D,3,D,81,E
20152,3101344,6,0,1,200,D,3,D,22,D
20152,3101344,7,0,1,200,D,3,D,22,D
20152,3101761,5,0,1,200,D,3,D,16,D
20152,3101953,5,0,1,200,D,3,D,5,D
20152,3101981,2,102,1,200,D,2,D,2,E
20152,3101981,2,203,1,200,D,2,D,18,E
20152,3102102,3,4,1,200,D,3,D,57,E
20152,3102163,4,202,1,200,D,2,D,27,G
20152,3102211,2,0,1,200,D,1,D,19,D
20152,3102234,2,0,1,200,D,2,D,15,D
20152,3102351,3,2,1,200,D,1,D,68,E
20152,3102731,4,2,1,200,D,1,D,13,E
20152,3102842,4,2,1,200,D,1,D,27,E
20152,3102842,5,2,1,200,D,1,D,47,E
20152,3102842,6,4,1,200,D,1,D,96,E
20152,3102933,2,204,1,200,D,1,D,35,E
20152,3102933,2,403,1,200,D,1,D,30,E
20152,3103052,4,0,1,200,D,2,D,98,D
20152,3103062,2,2,1,200,D,1,D,9,E
20152,3103081,4,0,1,200,D,3,D,76,D
20152,3103181,1,202,1,200,D,1,D,17,E
20152,3103181,2,0,1,200,D,2,D,100,D
20152,3103723,5,105,1,200,D,3,D,25,E
20152,3103723,5,208,1,200,D,3,D,39,E
20152,3103723,5,304,1,200,D,3,D,124,E
20152,3103774,1,1,1,200,D,1,D,16,E
20152,3103774,2,1,1,200,D,2,D,16,E
20152,3103774,3,1,1,200,D,3,D,16,E
20152,3103812,3,0,1,200,D,3,D,21,D
20152,3103831,1,5,1,200,D,2,D,33,E
20152,3103964,4,2,1,200,D,3,D,47,E
20152,3103964,6,1,1,200,D,2,D,100,E
20152,3104131,2,403,1,200,D,1,D,3,E
20152,3104284,4,0,1,200,D,2,D,100,D
20152,3104322,1,2,1,200,D,2,D,14,E
20152,3104381,5,0,1,200,D,2,D,75,D
20152,3104434,21,0,1,200,D,3,D,53,D
20152,3104434,22,0,1,200,D,3,D,22,D
20152,3104434,23,0,1,200,D,3,D,.,H
20152,3104434,23,100,1,200,D,3,D,27,E
20152,3104434,23,300,1,200,D,3,D,58,E
20152,3104434,24,0,1,200,D,3,D,26,D
20152,3104452,2,0,1,200,D,1,D,38,D
20152,3104753,1,101,1,200,D,2,D,6,E
20152,3104753,1,201,1,200,D,2,D,6,E
20152,3104771,9,403,1,200,D,3,D,29,E
20152,3104811,4,0,1,200,D,2,D,114,D
20152,3104841,1,202,1,200,D,1,D,12,E
20152,3104841,2,202,1,200,D,2,D,34,E
20152,3104861,5,0,1,200,D,1,D,53,D
20152,3104861,7,1,1,200,D,1,D,27,E
20152,3105341,2,1,1,200,D,1,D,3,E
20152,3105341,3,0,1,200,D,1,D,20,D
20152,3105351,11,0,1,200,D,2,D,63,D
20152,3105554,5,3,1,200,D,2,D,10,E
20152,3105814,3,0,1,200,D,1,D,30,D
20152,3105881,7,2,1,200,D,2,D,40,E
20152,3106001,1,3,1,200,D,1,D,18,G
20152,3106071,4,5,1,200,D,3,D,101,E
20152,3106144,1,0,1,200,D,1,D,.,H
20152,3106144,1,100,1,200,D,1,D,9,E
20152,3106144,1,200,1,200,D,1,D,8,E
20152,3106351,3,0,1,200,D,3,D,107,D
20152,3106542,11,0,1,200,D,1,D,70,D
20152,3106561,10,0,1,200,D,2,D,8,D
20152,3106631,1,3,1,200,D,1,D,25,E
20152,3106823,1,0,1,200,D,2,D,7,D
20152,3107021,4,0,1,200,D,3,D,.,H
20152,3107021,4,100,1,200,D,3,D,26,E
20152,3107021,4,200,1,200,D,3,D,24,E
20152,3107081,5,0,1,200,D,1,D,100,D
20152,3107081,6,0,1,200,D,1,D,25,D
20152,3107162,2,0,1,200,D,3,D,5,D
20152,3107192,4,0,1,200,D,2,D,87,D
20152,3107222,5,2,1,200,D,1,D,13,E
20152,3107241,3,0,1,200,D,3,D,111,D
20152,3107381,9,1,1,200,D,3,D,56,E
20152,3107431,1,2,1,200,D,2,D,33,E
20152,3107661,4,4,1,200,D,3,D,32,E
20152,3107661,8,2,1,200,D,1,D,16,E
20152,3107661,10,2,1,200,D,3,D,18,E
20152,3107722,2,0,1,200,D,2,D,4,D
20152,3107722,3,0,1,200,D,2,D,2,D
20152,3107722,4,0,1,200,D,2,D,2,D
20152,3107722,5,0,1,200,D,2,D,2,D
20152,3107981,3,1,1,200,D,1,D,16,E
20152,3108291,1,2,1,200,D,1,D,54,E
20152,3108291,2,4,1,200,D,2,D,83,E
20152,3108322,1,0,1,200,D,3,D,25,D
20152,3108451,2,3,1,200,D,2,D,13,E
20152,3108561,1,0,1,200,D,2,D,1,D
20152,3108652,1,0,1,200,D,2,D,18,D
20152,3108751,3,3,1,200,D,3,D,43,E
20152,3108861,3,102,1,200,D,3,D,240,E
20152,3108861,3,203,1,200,D,3,D,114,E
20152,3108971,5,1,1,200,D,1,D,3,E
20152,3109041,1,3,1,200,D,2,D,19,E
20152,3109401,1,1,1,200,D,2,D,11,E
20152,3109642,7,0,1,200,D,3,D,12,D
20152,3109751,2,2,1,200,D,3,D,35,E
20152,3109803,3,0,1,200,D,2,D,.,H
20152,3109803,3,100,1,200,D,2,D,20,E
20152,3109803,3,200,1,200,D,2,D,17,E
20152,3109803,3,300,1,200,D,2,D,29,E
20152,3109803,3,400,1,200,D,2,D,14,E
20152,3110003,2,0,1,200,D,2,D,51,D
20152,3110481,4,0,1,200,D,2,D,50,D
20152,3110513,7,0,1,200,D,2,D,8,D
20152,3110691,7,104,1,200,D,1,D,39,E
20152,3110691,7,204,1,200,D,1,D,31,E
20152,3110954,1,202,1,200,D,2,D,20,E
20152,3110954,1,302,1,200,D,2,D,19,E
20152,3111011,1,3,1,200,D,2,D,28,E
20152,3142111,1,0,1,200,D,3,D,31,D
20152,3142601,2,205,1,200,D,3,D,44,E
20152,3142821,3,102,1,200,D,4,D,69,E
20152,3142821,3,203,1,200,D,4,D,61,E
20152,3142821,3,403,1,200,D,4,D,60,E
20152,3142971,3,0,1,200,D,3,D,25,D
20152,3143061,6,0,1,200,D,2,D,.,H
20152,3143061,6,200,1,200,D,2,D,59,E
20152,3143061,6,400,1,200,D,2,D,41,E
20152,3143061,7,202,1,200,D,3,D,48,E
20152,3143061,8,0,1,200,D,4,D,.,H
20152,3143061,8,200,1,200,D,4,D,59,E
20152,3143061,8,400,1,200,D,4,D,41,E
20152,3143081,4,2,1,200,D,3,D,5,E
20152,3143101,1,2,1,200,D,2,D,81,E
20152,3143171,1,5,1,200,D,4,D,136,E
20152,3143211,5,2,1,200,D,2,D,18,E
20152,3143291,4,0,1,200,D,4,D,100,D
20152,3143371,7,0,1,200,D,4,D,30,D
20152,3143421,6,0,1,200,D,3,D,.,H
20152,3143421,6,100,1,200,D,3,D,41,E
20152,3143421,6,200,1,200,D,3,D,35,E
20152,3143441,4,0,1,200,D,2,D,.,H
20152,3143441,4,100,1,200,D,2,D,13,E
20152,3143441,4,300,1,200,D,2,D,30,E
20152,3143531,5,203,1,200,D,3,D,16,G
20152,3143621,3,0,1,200,D,4,D,100,D
20152,3143731,12,0,1,200,D,4,D,50,D
20152,3144291,7,0,1,200,D,4,D,75,F
20152,3144421,6,0,1,200,D,4,D,40,D
20152,3144481,2,102,1,200,D,3,D,23,E
20152,3144481,2,203,1,200,D,3,D,23,E
20152,3144561,4,0,1,200,D,2,D,5,D
20152,3144571,18,0,1,200,D,2,D,27,D
20152,3144881,12,0,1,200,D,3,D,32,D
20152,3145451,6,0,1,200,D,2,D,41,D
20152,3145451,7,0,1,200,D,2,D,.,H
20152,3145451,7,400,1,200,D,2,D,6,E
20152,3145451,7,500,1,200,D,2,D,7,E
20152,3145451,8,0,1,200,D,3,D,.,H
20152,3145451,8,400,1,200,D,3,D,6,E
20152,3145451,8,500,1,200,D,3,D,7,E
20152,3145451,9,0,1,200,D,4,D,.,H
20152,3145451,9,400,1,200,D,4,D,6,E
20152,3145451,9,500,1,200,D,4,D,7,E
20152,3145491,2,0,1,200,D,4,D,20,D
20152,3145561,1,204,1,200,D,3,D,23,E
20152,3145811,3,0,1,200,D,3,D,40,D
20152,3145811,4,0,1,200,D,4,D,42,D
20152,3145811,5,0,1,200,D,3,D,85,D
20152,3145941,7,5,1,200,D,2,D,303,E
20152,3146021,5,0,1,200,D,4,D,102,D
20152,3146211,9,0,1,200,D,4,D,20,D
20152,3146211,19,0,1,200,D,3,D,50,D
20152,3146211,30,1,1,200,D,3,D,131,E
20152,3146464,1,2,1,200,D,2,D,48,E
20152,3146651,3,2,1,200,D,3,D,21,E
20152,3146691,2,3,1,200,D,3,D,73,E
20152,3146751,8,0,1,200,D,4,D,16,D
20152,3146771,2,3,1,200,D,2,D,84,E
20152,3146971,1,0,1,200,D,3,D,30,D
20152,3147011,6,0,1,200,D,3,D,100,D
20152,3147101,5,7,1,200,D,3,D,103,E
20152,3147341,5,0,1,200,D,4,D,29,D
20152,3147341,6,0,1,200,D,4,D,69,D
20152,3147473,9,0,1,200,D,3,D,18,D
20152,3147573,3,0,1,200,D,3,D,40,D
20152,3147651,3,2,1,200,D,4,D,14,E
20152,3147741,1,3,1,200,D,2,D,37,E
20152,3147921,3,1,1,200,D,2,D,94,E
20152,3147921,5,1,1,200,D,4,D,94,E
20152,3147991,8,0,1,200,D,4,D,20,D
20152,3148071,4,0,1,200,D,4,D,103,D
20152,3148401,5,0,1,200,D,3,D,30,D
20152,3148441,2,5,1,200,D,3,D,36,E
20152,3148481,4,104,1,200,D,2,D,69,E
20152,3148641,3,0,1,200,D,2,D,35,D
20152,3148901,1,6,1,200,D,4,D,23,E
20152,3148971,2,102,1,200,D,3,D,26,G
20152,3148971,2,202,1,200,D,3,D,15,G
20152,3148981,14,0,1,200,D,4,D,350,D
20152,3149091,2,0,1,200,D,3,D,97,D
20152,3149131,5,0,1,200,D,3,D,30,D
20152,3149231,3,1,1,200,D,4,D,150,E
20152,3149271,2,1,1,200,D,4,D,18,E
20152,3149561,1,4,1,200,D,3,D,107,E
20152,3149621,10,0,1,200,D,3,D,.,H
20152,3149621,10,300,1,200,D,3,D,10,E
20152,3149621,10,400,1,200,D,3,D,8,E
20152,3149921,1,203,1,200,D,3,D,52,E
20152,3149921,1,403,1,200,D,3,D,46,E
20152,3150191,7,0,1,200,D,4,D,8,D
20152,3150221,2,3,1,200,D,2,D,30,E
20152,3150261,5,1,1,200,D,3,D,14,E
20152,3150401,5,2,1,200,D,4,D,4,E
20152,3150401,6,0,1,200,D,4,D,17,D
20152,3150411,1,0,1,200,D,4,D,14,D
20152,3150411,2,0,1,200,D,4,D,16,D
20152,3150411,3,0,1,200,D,4,D,16,D
20152,3150441,4,0,1,200,D,4,D,40,D
20152,3150671,2,2,1,200,D,3,D,64,E
20152,3150681,1,103,1,200,D,3,D,28,E
20152,3150681,1,203,1,200,D,3,D,22,E
20152,3150821,1,2,1,200,D,2,D,70,E
20152,3150891,7,0,1,200,D,4,D,12,D
20152,3150961,2,2,1,200,D,3,D,12,E
20152,3150971,4,0,1,200,D,4,D,25,D
20152,3151181,1,5,1,200,D,4,D,40,E
20152,3151181,2,5,1,200,D,3,D,80,E
20152,3151391,2,1,1,200,D,3,D,17,E
20152,3151461,2,0,1,200,D,3,D,30,D
20152,3151551,7,1,1,200,D,4,D,72,E
20152,3151654,2,303,1,200,D,2,D,35,E
20152,3151691,1,1,1,200,D,4,D,32,E
20152,3151691,2,1,1,200,D,4,D,32,E
20152,3151701,3,0,1,200,D,2,D,60,D
20152,3151921,2,0,1,200,D,4,D,.,H
20152,3151921,2,300,1,200,D,4,D,8,E
20152,3151921,2,400,1,200,D,4,D,7,E
20152,3152101,2,302,1,200,D,2,D,85,E
20152,3152271,6,3,1,200,D,4,D,20,E
20152,3152271,11,0,1,200,D,3,D,30,D
20152,3152331,4,0,1,200,D,4,D,100,D
20152,3152391,1,103,1,200,D,2,D,37,E
20152,3152391,1,204,1,200,D,2,D,71,E
20152,3152501,8,0,1,200,D,4,D,.,H
20152,3152501,8,100,1,200,D,4,D,22,E
20152,3152501,8,200,1,200,D,4,D,18,E
20152,3152511,1,0,1,200,D,4,D,20,D
20152,3152661,1,4,1,200,D,4,D,50,E
20152,3163271,8,0,1,200,D,3,D,60,D
20152,3163621,3,102,1,200,D,4,D,36,E
20152,3163621,3,202,1,200,D,4,D,21,E
20152,3163651,4,1,1,200,D,3,D,197,E
20152,3163701,1,0,1,200,D,4,D,42,D
20152,3163751,2,0,1,200,D,5,D,50,D
20152,3163801,5,101,1,200,D,4,D,30,E
20152,3163801,5,201,1,200,D,4,D,14,E
20152,3164011,3,0,1,200,D,5,D,30,D
20152,3164121,4,0,1,200,D,5,D,4,D
20152,3164481,1,3,1,200,D,5,D,23,E
20152,3164481,2,4,1,200,D,5,D,22,E
20152,3164481,3,5,1,200,D,5,D,31,E
20152,3164511,1,0,1,200,D,4,D,35,D
20152,3164553,1,0,1,200,D,3,D,42,D
20152,3164561,1,0,1,200,D,4,D,27,D
20152,3164571,1,2,1,200,D,5,D,21,E
20152,3164671,5,0,1,200,D,3,D,.,H
20152,3164671,5,300,1,200,D,3,D,10,E
20152,3164671,5,400,1,200,D,3,D,5,E
20152,3164671,5,500,1,200,D,3,D,5,E
20152,3164671,6,0,1,200,D,5,D,.,H
20152,3164671,6,200,1,200,D,5,D,4,E
20152,3164671,6,300,1,200,D,5,D,7,E
20152,3164671,6,400,1,200,D,5,D,3,E
20152,3164671,6,500,1,200,D,5,D,6,E
20152,3164841,3,0,1,200,D,5,D,20,D
20152,3164941,3,2,1,200,D,5,D,17,E
20152,3164981,6,2,1,200,D,3,D,14,E
20152,3164981,7,3,1,200,D,4,D,11,E
20152,3165041,4,0,1,200,D,4,D,30,D
20152,3165121,1,102,1,200,D,3,D,39,E
20152,3165121,1,202,1,200,D,3,D,17,E
20152,3165121,1,402,1,200,D,3,D,31,E
20152,3165121,2,101,1,200,D,4,D,39,E
20152,3165121,2,202,1,200,D,4,D,18,E
20152,3165121,2,402,1,200,D,4,D,31,E
20152,3165121,3,102,1,200,D,5,D,34,E
20152,3165121,3,203,1,200,D,5,D,15,E
20152,3165121,3,403,1,200,D,5,D,27,E
20152,3165151,11,0,1,200,D,4,D,82,D
20152,3165151,12,0,1,200,D,5,D,15,D
20152,3165161,23,0,1,200,D,4,D,81,D
20152,3165301,1,104,1,200,D,3,D,194,E
20152,3165301,1,206,1,200,D,3,D,124,E
20152,3165351,3,0,1,200,D,5,D,20,D
20152,3165401,2,0,1,200,D,4,D,200,D
20152,3165461,4,0,1,200,D,5,D,14,D
20152,3165481,3,0,1,200,D,4,D,55,D
20152,3165481,4,0,1,200,D,4,D,55,D
20152,3165543,3,0,1,200,D,4,D,40,D
20152,3165661,1,3,1,200,D,4,D,42,E
20152,3165751,5,0,1,200,D,5,D,20,D
20152,3166081,2,0,1,200,D,5,D,8,D
20152,3166553,7,0,1,200,D,5,D,39,D
20152,3166711,2,2,1,200,D,3,D,10,E
20152,3166851,7,0,1,200,D,3,D,.,H
20152,3166851,7,100,1,200,D,3,D,64,E
20152,3166851,7,200,1,200,D,3,D,111,E
20152,3167161,1,3,1,200,D,5,D,11,E
20152,3167161,2,5,1,200,D,5,D,27,E
20152,3167181,5,0,1,200,D,3,D,14,D
20152,3167181,6,0,1,200,D,4,D,21,D
20152,3167351,1,2,1,200,D,3,D,126,E
20152,3167421,5,0,1,200,D,4,D,30,D
20152,3167581,2,3,1,200,D,4,D,58,E
20152,3167581,6,1,1,200,D,5,D,8,E
20152,3167601,1,3,1,200,D,5,D,41,E
20152,3167781,4,0,1,200,D,4,D,20,D
20152,3167791,12,0,1,200,D,4,D,30,D
20152,3167791,13,0,1,200,D,4,D,10,D
20152,3167831,1,103,1,200,D,3,D,6,E
20152,3167831,1,203,1,200,D,3,D,3,E
20152,3167831,2,103,1,200,D,4,D,3,E
20152,3167831,2,204,1,200,D,4,D,5,E
20152,3167831,3,103,1,200,D,5,D,4,E
20152,3167831,3,204,1,200,D,5,D,9,E
20152,3167903,13,0,1,200,D,5,D,.,H
20152,3167903,13,400,1,200,D,5,D,11,E
20152,3167903,13,500,1,200,D,5,D,14,E
20152,3168171,3,0,1,200,D,5,D,30,D
20152,3168261,6,0,1,200,D,5,D,.,H
20152,3168261,6,100,1,200,D,5,D,23,E
20152,3168261,6,200,1,200,D,5,D,19,E
20152,3168311,10,3,1,200,D,4,D,52,E
20152,3168321,8,0,1,200,D,5,D,200,D
20152,3168361,9,0,1,200,D,4,D,.,H
20152,3168361,9,100,1,200,D,4,D,19,E
20152,3168361,9,200,1,200,D,4,D,17,E
20152,3168361,9,300,1,200,D,4,D,29,E
20152,3168691,3,2,1,200,D,5,D,15,E
20152,3168761,12,0,1,200,D,5,D,.,H
20152,3168761,12,200,1,200,D,5,D,76,E
20152,3168761,12,400,1,200,D,5,D,54,E
20152,3168771,10,0,1,200,D,4,D,.,H
20152,3168771,10,100,1,200,D,4,D,50,E
20152,3168771,10,400,1,200,D,4,D,30,E
20152,3168791,4,3,1,200,D,5,D,46,E
20152,3168841,10,0,1,200,D,3,D,50,D
20152,3168881,1,0,1,200,D,4,D,53,D
20152,3168971,1,0,1,200,D,5,D,42,D
20152,3169121,3,2,1,200,D,3,D,22,E
20152,3169261,6,2,1,200,D,3,D,138,E
20152,3169371,2,0,1,200,D,4,D,22,D
20152,3169411,3,0,1,200,D,3,D,43,D
20152,3169591,9,0,1,200,D,3,D,120,D
20152,3169831,17,0,1,200,D,5,D,24,D
20152,3169831,18,0,1,200,D,5,D,.,H
20152,3169831,18,200,1,200,D,5,D,3,E
20152,3169831,18,400,1,200,D,5,D,2,E
20152,3169861,1,3,1,200,D,5,D,42,E
20152,3170261,8,0,1,200,D,5,D,48,D
20152,3170281,2,0,1,200,D,4,D,20,D
20152,3170391,1,0,1,200,D,4,D,53,D
20152,3170541,2,103,1,200,D,3,D,21,E
20152,3170541,2,402,1,200,D,3,D,11,E
20152,3170541,3,102,1,200,D,4,D,30,E
20152,3170731,1,5,1,200,D,5,D,75,E
20152,3171101,7,0,1,200,D,4,D,.,H
20152,3171101,7,100,1,200,D,4,D,9,E
20152,3171101,7,200,1,200,D,4,D,8,E
20152,3171101,7,300,1,200,D,4,D,13,E
20152,3171131,4,0,1,200,D,3,D,65,D
20152,3171291,2,0,1,200,D,5,D,70,D
20152,3171521,3,0,1,200,D,5,D,9,D
20152,3171561,5,0,1,200,D,3,D,30,D
20152,3171741,3,0,1,200,D,5,D,43,D
